UID,District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive,SMP,disp_uid,scheme_uid,infra_uid,school_uid,vill_2km_u,road_near,rd_osm_id,road_name,road_type,road_dist
"131",Badin,Matli,Dumbalo,Gupalo,Noor Muhammad virk,"25.1709934","68.9485569","school,Masjid, residential communities ,",NRSP,,,,"18225",28-29-130-131-132-133-136-154-186,tertiary,"717309446",,tertiary,35.451615170196519
"132",Badin,Matli,Dumbalo,Gupalo,Neem khan chang,"25.1541713","68.9541455","school, residential communities",NRSP,,,"76",9387-10985-16733,27-28-130-131-132-154-182-186,tertiary,"717309446",,tertiary,75.482343490406066
"133",Badin,matli,dumabalo,Gupalo,Dero baba fanai,"25.1743767","68.9332811","residential community ,
",NRSP,,,,10269-18225,29-131-133-136-153-186,tertiary,"717309446",,tertiary,1577.965335768029718
"134",Badin,Badin,Dr Abdullah Soomro,Chorhalo,Village Usman Soomro,"24.684995","68.9033783",Dr Abdullah Soomro School,NRSP,,,,,"134",secondary,"407714402",,secondary,738.291778920724255
"135",Badin,matli,Dumbalo,Gupalo,Muhammad Ali goraya,"25.2306297","68.9437133","School, mosque , residential community",NRSP,,,,,"135",tertiary,"717309446",,tertiary,552.214105717026541
"136",Badin,Matli,Dumbalo,Gupalo,Dodo gishkori,"25.1743767","68.9332811","School, Mosque ,",NRSP,,,,10269-18225,29-131-133-136-153-186,tertiary,"717309446",,tertiary,1577.965335768029718
"137",Badin,Matli,Dumbalo,Gupalo,Choudary Allah dito ( bheel para),"25.1850083","68.9710319","school,",NRSP,,,,,"137",unclassified,"476371227",,unclassified,707.557002281601513
"138",Badin,Matli,Tharo koat,Gharo Sarmast,Village Majno Sooh,"25.0482973","68.9647231","Mandir,  Filter plant",NRSP,,,,,138-151-171,unclassified,"713816899",,unclassified,3061.189341557188527
"139",Badin,Matli,Malhan,Ali pur,Village Hamid Chandio,"25.0462207","68.7108336","Masjid, School",NRSP,,,,,1-4-11-82-139,tertiary,"450363963",,tertiary,218.807691965238263
"140",Badin,Badin,Luwari Sharif,Luwari,Village Abal wasi,"24.6510734","68.8457592",Mosque,NRSP,,,,21-35-64-83-109-111-120-125-162,51-140,secondary,"259755200",,secondary,25.249779432369873
"141",Badin,Badin,Luwari Sharif,Lawari,Village Luwari Sharif,"24.5564974","68.9024145",Canal,NRSP,,,187-195,17-40-78-117,"141",secondary,"265893113",,secondary,128.978037009074797
"142",Badin,Tando bago,Saman sarkar,Char,Rehmatullah bheel,"24.8090044","69.2255953",Temple,NRSP,,,,"8239","142",tertiary,"700372366",,tertiary,879.579503922773483
"143",Badin,Tando bago,Saman sarkar,Wagdahi,Mitho chanu,"24.825607","69.2699886",Mosque,NRSP,,,,,"143",residential,"314120632",,residential,1695.676339689772249
"144",Badin,Matli,Malhan,Dilo Dero,Village Siddique Unar,"25.0254341","68.7762349","Masjid,",NRSP,,,,,13-144,secondary,"235474902",,secondary,4212.294272436616666
"145",Badin,Matli,Haji Sawan,Nathu,Village Shahbaz Notkani,"25.0371782","68.792171","Mosque,  School, Mandir,  canal",NRSP,,,,"9665","145",secondary,"235474902",,secondary,2152.215332601889259
"146",Badin,Matli,Nabi Bux kambo,Kathore,Khamiso Jogi,"25.0681846","68.8099534",Residential communities,NRSP,,,,,8-9-63-146-149,secondary,"717309448",,secondary,87.254884772744532
"147",Badin,Matli,Phalkra,Dero muhabat,Pir bux talpure,"25.0481582","68.6616544","Mosque ,near peer wah",NRSP,,,,9816-9824-10986-12484-15372-15378-15417-15427,6-78-79-80-81-147-6279,residential,"683983498",,residential,411.298585728777709
"148",Badin,Matli,Chhato madrani,Khaberlo,Village Taj Muhammad junejo,"25.0687233","69.0472233","Mosque , School,",NRSP,,,"220",15407-15429,"148",unclassified,"713816900",,unclassified,3560.150813337783347
"149",Badin,Matli,NABI bux Kambooh,Kenjhar,Haji Khan notkani,"25.0611148","68.795016","School, mosque",NRSP,,,,"10281",8-9-146-149,secondary,"683972882",,secondary,43.362440895981287
"150",Badin,Matli,Ghulam Muhammad halepoto,Ghari Lundi,Peroz Laghari,"25.1110943","68.609026","Mosque, school , river",NRSP,,,,"10675","150",primary,"339503532",,primary,2187.699398406743967
"151",Badin,Matli,Tharo kot @ali Muhammad bozdar,Gharo sarmast,Hussain bux Arain,"25.0655007","68.9633732","Hospital, mosque,school",NRSP,,,,14700-15362,138-151-171,unclassified,"713816900",,unclassified,4125.152628674738480
"152",Badin,Tandobago,Khan Bahadur Mir ghulam Muhammad Talpur,Kal 1,Hashim samejho,"24.7333626","68.9914315",Mosque Primary school,NRSP,,,,8147-8238-8327,66-68-107-152-170,tertiary,"715594232",,tertiary,4386.435505738959364
"153",Badin,Matli,Dumbalo,Gupalo,Abdul Rehman halepto kholi para,"25.1676679","68.9218739","School, Naser canal, Mander",NRSP,,,,,133-136-153-155,unclassified,"713814038",,unclassified,1985.664853469430682
"154",Badin,Matli,Dumbalo,Gupalo,Khan muhammad panhwar,"25.1673362","68.961765",school mosque Naseer canal,NRSP,,,,,27-28-130-131-132-154-182-185-186,tertiary,"717309446",,tertiary,1012.617709807539541
"155",Badin,Matli,Tando ghulam ali,darari,Jagsi bheel,"25.153696","68.9199751",school nasser canal,NRSP,,,,"16759",153-155,unclassified,"713814039",,unclassified,1191.790322075571112
"156",Badin,Talhar,Peero lashari,Rebhan,Village Haji Khan pathan,"24.6862823","68.8000484",Mosque canals,NRSP,,,,,156-177,primary,"643504564",,primary,1494.623225517176479
"157",Badin,Tando bago,Saman sarkar,Phull,Haji jalal,"24.8604249","69.2263853",Mosque,NRSP,,,,,87-157,tertiary,"700372366",,tertiary,2001.622103885010347
"158",Badin,Tando bago,Khairpur,Khairpur,Ragho Mall bheel,"24.888417","69.2509174",Temple,NRSP,,"185",,8226-8228-8232,118-158-163-3331,tertiary,"700372366",,tertiary,73.896998539133619
"159",Badin,Tando bago,Gaad@hayatkhaskeli,Bhiryoon,Porho bheel,"24.9172583","69.2769667",Temple,NRSP,,,,"8143",45-159,tertiary,"700372366",,tertiary,484.496746424266007
"160",Badin,Badin,Dargha Yousif Shah,Borandi,Village Saleh Parhyar,"24.7178731","68.8603004",Saleh Parhyar School,NRSP,,,,183-15471,59-160-168,primary,"259755190",,primary,4063.002920861842085
"161",Badin,Matli,Tharo Kot,Juneja,Tagji kholi,"25.050217","69.0117884",school mandar Nasser canal,NRSP,,,,9812-15359,161-176,unclassified,"713816900",,unclassified,244.841327435557645
"162",Badin,Shaheed Fazil rahu,Fateh abad,Jakurji 1,Mirza form besro kohli,"24.6258668","68.7293038",Worship place( mandir),NRSP,,,,"2517","162",unclassified,"715596792",,unclassified,410.461243954192923
"163",Badin,Tando bago,Khairpur,Khairpur,Jiyand lighari,"24.8943283","69.2443991",School,NRSP,,"297",,,118-158-163,tertiary,"700372366",,tertiary,977.105565839415817
"164",Badin,Tando bago,Oliya jarkas,Dai jarkas,Haji din muhammad kamboh,"24.7380693","69.2272423",School,NRSP,,,,"8124",69-164,unclassified,"277183511",,unclassified,3096.298226204155071
"165",Badin,Matli,Malhan,Malhan,Leemon Bheel,"25.0769784","68.7230822","Mandir, School",NRSP,,,,,0-5-7-165,unclassified,"715988151",,unclassified,1201.437067796474366
"166",Badin,TANDOBAGO,Phaar Maari,Kak 03,Kaman Sarki,"24.68115","69.0088925",River Lake,NRSP,,,,,"166",primary,"339722300",,primary,2671.566192463011248
"167",Badin,Shaheed fazal raho,Khandiyari,Mithoo daboo,Allah dino sheik chak no 15,"24.6943369","68.5843307",Mosque,NRSP,,,,"2498","167",secondary,"714083394",,secondary,3646.001959118835202
"168",Badin,Badin,Dargha Yousif Shah,Moro,Bachal Pathan,"24.7333117","68.8682983",Bachal Pathan School,NRSP,,,,"15448",59-160-168,unclassified,"714062475",,unclassified,3247.638916396777404
"169",Badin,Badin,Muhammad Khan Burghari,Bakho khudi,Village Nabi Bux Burghari,"24.6045546","68.8825838",Nabi Bux Burghari Masjid,NRSP,,,,143-151-167,"169",secondary,"259755200",,secondary,692.744163810087571
"170",Badin,Tandobago,Pahar mari,Khirdayi Rayati,Laj Bhariyo,"24.7429585","68.983582",School,NRSP,,,,8120-8133-8147,107-152-170,secondary,"75869457",,secondary,3494.534168531240084
"171",Badin,Matli,Tharo Kot,Gharo sir mast,Hussain arani,"25.0654482","68.963397",school mosque Amrlo canal,NRSP,,,,14700-15362,138-151-171,unclassified,"713816900",,unclassified,4122.680794829493607
"172",Badin,Shaheed Fazil Rahu,Tarai,Miniyoon,Village Mithan Rahukro,"24.6543485","68.6778728","Mosque, school, hospital",NRSP,,,,"2460","172",primary,"714083911",,primary,51.208666383651746
"173",Badin,Shaheed Fazil Rahu,Fateh abad,Jakheji,Harchand Kolhi,"24.5561319","68.7056774","School, warship place, Morjhar Canal",NRSP,,,,,"173",unclassified,"715596792",,unclassified,7395.756830881099631
"174",Badin,Shaheed Fazil raho,Kandiyari,Patial,Allah dino Jalalani chak 20,"24.6604705","68.621035","School, mosque",NRSP,,,,"2454",174-187,primary,"714083911",,primary,854.029653983928370
"175",Badin,Shaheed  fazil raho,Jhol,Agri,Haji ghazi kumbhar,"24.8154249","68.5426932","School, Masque,",NRSP,,,,"2491","175",tertiary,"714094557",,tertiary,2954.555987036724673
"176",Badin,Matli,Chatto madrani,khabrlo,Taj muhammad juenjo,"25.0422889","69.0167373",school mosque Dispensary,NRSP,"52",,,9677-15359-15364,161-176,unclassified,"713816900",,unclassified,189.201182292283931
"177",Badin,Talhar,Peeru lashari,Golari,Village AHESAN SHAH,"24.6866196","68.7999131",Mosque,NRSP,,,,,156-177,primary,"643504564",,primary,1533.853381505636435
"178",Badin,Shaheed fazal raho,Fatehabad,Khiryoon bataro,Sher muhammad nohrio,"24.6016203","68.6191781",Mosque,NRSP,,,,"2501","178",primary,"714083911",,primary,5663.689511049474277
"179",Badin,Shaheed fazaul rahoo,Dargha Shareef Ahmed rajo,Girhari No.1,Chak47,"24.4398718","68.5191328","Mosque, School,",NRSP,,,,,"179",tertiary,"715596918",,tertiary,15432.732510377567451
"180",Badin,Shaheed fazaul rahoo,Dargha Ahmed rajo,Rari no.4,Chak28,"24.4657517","68.4882256",School Mosque,NRSP,,,,,"180",tertiary,"715596918",,tertiary,11730.672213081921655
"181",Badin,Matli,Ghazi Khan Chang,Chakra,Ali Muhammad nohrio,"25.2402978","68.9057713",School mosque Naseer canal,NRSP,,,,"15381","181",tertiary,"683983499",,tertiary,779.791750798849080
"182",Badin,Matli,Dumbalo,Kalwari,Agha shaib,"25.1560833","68.973435",Nasser canal,NRSP,,,,9817-14699,27-28-132-154-182-185,unclassified,"476371227",,unclassified,131.715297754191511
"183",Badin,Shaheed Fazul Rahu,Khorwah Chowk,Fatehpur,Village Mamtaz shek,"24.6397758","68.4108544",School.hospital.mosque.worship.place,NRSP,,,,,"183",tertiary,"75588626",,tertiary,174.270629628900565
"184",Badin,Shaheed fazaul rahoo,Golarchi,Golarchi,Chak25 Mallah paro,"24.6462571","68.4957154",School masoque,NRSP,,,,"2448","184",primary,"75765948",,primary,316.574094900899070
"185",Badin,Matli,Dumbalo,Kalwari,Sono kholi,"25.1608432","68.9733992",Mandar jomaron canal,NRSP,,,,"14699",27-28-154-182-185,unclassified,"476371227",,unclassified,137.226917214785630
"186",Badin,Matli,Dumbalo,Kalwari,Mehgraj mohla,"25.1699897","68.9489294",Mandar ghro canal,NRSP,,,,"18225",28-29-130-131-132-133-136-154-186,tertiary,"717309446",,tertiary,1.233237186942586
"187",Badin,Shaheed fazal raho,Kandiari,Petial,Village photo khan koso,"24.6440223","68.6216581","Mosque,School,Dubi canal",NRSP,,,,,174-187,primary,"714083911",,primary,966.502584550604752
"188",Badin,Shaheed fazal raho,Tarai,Tarai,Magwar mohalla,"24.6874152","68.6717907","Mosque ,hospital",NRSP,,,,,52-188-189,primary,"714083911",,primary,3588.202560163123508
"189",Badin,Shaheed fazal raho,Tarai,Aseli,Umaid ali mallah,"24.6769472","68.6656842","Mosque,school",NRSP,,,,,52-188-189,primary,"714083911",,primary,2562.969443772471095
"190",Dadu,K n shah,Parya,Sukhpur,Village Potho Machi,"27.0956471","67.8005446",Nil,TRDP,,,,,190-196-200,tertiary,"296567726",,tertiary,1536.357917958423968
"191",Dadu,k n shah,Thalho,Fekhratho,Peer jo Goth,"27.0949401","67.7512225",canal,TRDP,,,,"3695",191-221-222,tertiary,"296567733",,tertiary,9.058109179219308
"192",Dadu,k n shah,thalho,thalho,Saindad Lakhiar,"27.109636","67.7666739",,TRDP,,,,3683-3698-3766,192-201-208,tertiary,"296567733",,tertiary,84.774737730352356
"193",Dadu,K N SHAH,Thalho,Jakhiro,Goth Murad khoso,"27.1258474","67.7510212",school,TRDP,,,,"3680",193-202-203-206-217-230-238-245-250-334-351,trunk,"296575472",Indus Highway,trunk,376.800931796534314
"194",Dadu,K n shah,Kakar,Dur Muhammad Abro,Usman Qambrani,"26.9344327","67.6805084",No,TRDP,,,,,194-195-335-336,trunk,"660113135",Indus Highway,trunk,1478.147782262258715
"195",Dadu,K n shah,Kakar,Dur Muhammad,Dur Muhammad Abro,"26.9307833","67.6978164","mosque,school",TRDP,,,,"3732",194-195-335-336,trunk,"661160471",Indus Highway,trunk,258.104146152556609
"196",Dadu,K n shah,Thalho,Thalho,Mudd Machi,"27.1005354","67.7921793",No,TRDP,,,,,190-196-200-201-240,tertiary,"296567733",,tertiary,1497.360485839933972
"197",Dadu,Mehar,Kolachi,Kolachi,Misri Khoso,"27.1564508","67.7750858",,TRDP,,,,"4776",197-220-412,construction,"661429270",,construction,619.828569548825612
"198",Dadu,Johi,Kamal khan,Dara machi,Meeran solangi,"26.6344057","67.626661",,TRDP,,,,"3065",198-252-255-401-402-403,secondary,"594717844",Johi Link to N-55,secondary,1584.870244387056800
"199",Dadu,Mehar,Baledai,Durbo,Rahim dad sohoo,"27.2960843","67.7903486",,TRDP,,,,"4718",199-355-426-458,secondary,"404450978",,secondary,1462.474165093677811
"200",Dadu,K n shah,Thalho,Thalho,Village jahan khan sodhar,"27.1097769","67.7920531",,TRDP,,,,"3620",190-196-200-201-207-240-272,tertiary,"296567733",,tertiary,491.540909466106086
"201",Dadu,K n shah,Thalho,Thalho,Village Ali M lashari.,"27.109736","67.784391",,TRDP,,,,"3620",192-196-200-201-207-240-272,tertiary,"296567733",,tertiary,383.616027066289405
"202",Dadu,K n shah,Thalo,Jakhro,Jariya,"27.139775","67.7572968",,TRDP,,,,4816-4850,193-202-203-250-334-351-373,trunk,"296575472",Indus Highway,trunk,599.113983914150140
"203",Dadu,Kn shah,Thalo,Jakhro,Village Gul Mohammad khoso,"27.131634","67.7540928",,TRDP,,,,"3680",193-202-203-208-245-250-334-351,trunk,"296575472",Indus Highway,trunk,426.772595928714168
"204",Dadu,Kn shah,Gozo,Pejhaoo,Village pejahoo,"27.1136395","67.6248426",,TRDP,,,,,"204",tertiary,"296568971",,tertiary,186.445870724968046
"205",Dadu,Kn shah,Gozo,Rap,Village Gul bung,"27.0994297","67.6568263",,TRDP,,,,3688-3742,205-271-337-444,tertiary,"296568970",,tertiary,374.828413114101352
"206",Dadu,Kn shah,Thalo,Jakhroo,Village Hoti lakhair,"27.1162295","67.7372809",,TRDP,,,,"3637",193-206-217-221-222-230-238-245-334,secondary,"296567725",,secondary,46.936844937847710
"207",Dadu,K n shah,Thalo,Bali Dero,Village Mubark Bhugri,"27.1196446","67.7956932",,TRDP,,,,"3739",200-201-207-240-272-273,tertiary,"296567733",,tertiary,383.086803634511284
"208",Dadu,K n shah,Thalo,Bali Dero,Village Raza Mohd Dero,"27.1248644","67.7724135",,TRDP,,,,3689-4766,192-203-208-240-272-316,tertiary,"296567733",,tertiary,1383.926305590543279
"209",Dadu,Mehar,Qazi Arif,Manjan,Bharia Panhwar,"27.2390504","67.7747828",,TRDP,,,,4714-4729-4788-4841,209-370-379-390-398,secondary,"296353412",,secondary,542.101991885553502
"210",Dadu,Mehar,Qazi Arif,Kamagar,Sohbat Khoso,"27.2443709","67.7444457",Canal to the West of the settlement,TRDP,,,,"4724",210-309-377-380-382-389,secondary,"296353412",,secondary,7.280192309715148
"211",Dadu,Mehar,Litan,Litan,Faqeer Muhammad unar,"27.241233","67.7120025",,TRDP,,,,"4761",211-284-295-296-372-431,secondary,"296353412",,secondary,219.904874399783779
"212",Dadu,Mehar,Khan Jo goth,Khondero,Khan Jo goth,"27.2316795","67.6872127",,TRDP,,,"337",,212-213-214-282-283-284-364-365-416,secondary,"296353412",,secondary,2225.383239193678037
"213",Dadu,Mehar,Khan Jo goth,Khondero,Mainie,"27.2313736","67.6773751",,TRDP,,,"337",,212-213-214-364-365-366-416,secondary,"296353412",,secondary,2671.644108191822852
"214",Dadu,Mehar,Khan Jo goth,Osteelo,Muhammad Yaqoob Solangi,"27.2447917","67.6841033",,TRDP,,,,,212-213-214-215-284-297-364-369-371-372-416,secondary,"296353412",,secondary,1042.941701546021932
"215",Dadu,Mehar,Khan Jo goth,Osteelo,Raban faqeer Soomro,"27.2514338","67.6808684",,TRDP,,,,"4838",214-215-297-369-371,secondary,"296353412",,secondary,512.303802566380341
"216",Dadu,Johi,Johi 2,Johi,Bachal Rind,"26.6852982","67.6268026",,TRDP,,,,"3013",216-227-254-323-421,secondary,"594717844",Johi Link to N-55,secondary,1119.208045373205778
"217",Dadu,K.N Shah,Fatehpur,Fatehpur,Sainani Lakhair,"27.1138252","67.7371754",,TRDP,,,,3637-3724,193-206-217-221-222-230-238-334,secondary,"296567725",,secondary,11.683160263562526
"218",Dadu,Mehar,Charo,Charo,Charo,"27.2005788","67.6261211",,TRDP,,,,,218-219-456,secondary,"296077122",,secondary,7594.050238494647601
"219",Dadu,Mehar,Charo,Charo,Aitbar Chandio,"27.2053127","67.6338428",,TRDP,,,,,218-219-456,secondary,"296353412",,secondary,7112.566813424450629
"220",Dadu,Mehar,Kolichi,Lakhriare,Bundo,"27.1634827","67.7899735",,TRDP,,,,,197-220-412,construction,"661429270",,construction,217.549217930130766
"221",Dadu,K N Shah,Fatehpur,Fatehpur,Bajhi Khan Laghari,"27.1057931","67.7355198",,TRDP,,,,3724-3747,191-206-217-221-222-230-238,secondary,"296567725",,secondary,150.800997803985894
"222",Dadu,K N Shah,Fatehpur,Fatehpur,Baji Khan Lagari,"27.1065552","67.7365224",,TRDP,,,,3724-3747,191-206-217-221-222-230-238,secondary,"296567725",,secondary,69.143234093104496
"223",Dadu,Mehar,Mangwani,Mangwani,Sefal faqeer,"27.189352","67.7047815",,TRDP,,,,,223-224-286-413-432-484-485,secondary,"296353412",,secondary,5866.600488554764524
"224",Dadu,Mehar,Mangwani,Mangwani,Bahwal shaakh,"27.1839422","67.7032971",,TRDP,,,,,223-224-225-286-289-357-375-376-413-432-484-485,tertiary,"296767362",,tertiary,6244.661257587613363
"225",Dadu,Mehar,Mangwani,Mangwani,Kuram potoojha,"27.1710723","67.7052575",,TRDP,,,,"4747",224-225-286-289-357-375-376-413-432-484,tertiary,"296767362",,tertiary,4968.180906722194777
"226",Dadu,Mehar,Mangwani,Mangwani,Bandhi,"27.157845","67.7551367",School,TRDP,,,,,226-250-351-373-412,construction,"661429270",,construction,2049.340847080776712
"227",Dadu,Johi,Johi II,Johi,Ali Muhammad mugheri,"26.6980151","67.6282911",,TRDP,,,,3003-3013-3016-3131,216-227-254-257-323-421,secondary,"594717844",Johi Link to N-55,secondary,372.025146001394774
"228",Dadu,Johi,Peer mashaikh,Vegeji raiti,Ghulam Hussain gadehi,"26.7155937","67.6503794",,TRDP,,,"18","3011","228",secondary,"594717844",Johi Link to N-55,secondary,99.214501985059471
"229",Dadu,Johi,Peer mashaikh,Sarajhri,Allah bachayo panhwar,"26.7295499","67.6778197",,TRDP,,,,"3014",229-306-307-311-466,secondary,"594717844",Johi Link to N-55,secondary,19.051638124383366
"230",Dadu,K N Shah,Fatehpur,Jageer,Jan Muhammad Solangi,"27.1129001","67.7382763",,TRDP,,,,3724-3747,193-206-217-221-222-230-238-334,secondary,"296567725",,secondary,83.042141113999662
"231",Dadu,K N Shah,Gadhi,Gadhi,Ladho Khan Gadhi,"27.1380684","67.7148049",,TRDP,,,,,231-239-246,tertiary,"296767362",,tertiary,2170.125965758943494
"232",Dadu,Mehar,Sayed pur,Gull Muhammad wah,Muhammad Qasim Jatio,"27.2962367","67.70921",,TRDP,,,,,232-233-234-314-392,secondary,"296353412",,secondary,5172.451914945702811
"233",Dadu,Mehar,Sayed pur,Gull Muhammad wah,Muhammad Qasim Lashari,"27.3051789","67.7237426",,TRDP,,,,,232-233-234-392-1349-1365,secondary,"296353412",,secondary,6682.980586722970656
"234",Dadu,Mehar,Sayed pur,Gull Muhammad wah,Noor Muhammad machi,"27.3017105","67.7246924",,TRDP,,,,,232-233-234-388-392-1365,secondary,"296353412",,secondary,6374.155991177854048
"235",Dadu,Mehar,Sayed pur,Gull Muhammad wah,Sobdar machi,"27.2916166","67.7430248",,TRDP,,,,,235-241-348-388-415,secondary,"296353412",,secondary,5222.018817545091224
"236",Dadu,Johi,Johi 2,Qubo Qalandar 2,Village Faiz Muhammad laghari,"26.7489769","67.682429",,TRDP,,,,2975-2976-3020,236-237-465,unclassified,"594717853",,unclassified,1819.084900073753488
"237",Dadu,Johi,Peer mashaik,Siranjhri,Village Jurio lund,"26.7513545","67.6855564",,TRDP,,,,2975-2976-3020,236-237-322-465,unclassified,"594717853",,unclassified,2226.288057926960391
"238",Dadu,K N Shah,Thalo,Jakhro,Sultan Khan Chaindo,"27.1211624","67.7369421",,TRDP,,,,,193-206-217-221-222-230-238-239-245-334,secondary,"296567725",,secondary,3.838270036577296
"239",Dadu,K N Shah,Gadhi,Gadhi,Shadi Dubhi,"27.1342561","67.732421",,TRDP,,,,3659-3685,231-238-239-245-246-351,tertiary,"296767362",,tertiary,410.900167426254711
"240",Dadu,K N Shah,Thalo,Thalo,Thalo,"27.1132078","67.7870011",,TRDP,,,,"3620",196-200-201-207-208-240-272,tertiary,"296567733",,tertiary,7.997427776690086
"241",Dadu,Mehar,Sayed pur,Gull Muhammad wah,Sadallah Chandio,"27.2913495","67.7543419",,TRDP,,,,,235-241-367-415-1363,secondary,"296353412",,secondary,5042.746007412006293
"242",Dadu,Johi,Peer mashaik,Saranjhri,Budho gopang,"26.7360942","67.6996359",,TRDP,,,,3001-3030-3086,242-322,secondary,"296573021",,secondary,385.234812437654170
"243",Dadu,Johi,Bahawalpur,Drigh hetheen,imam bux jatoi,"26.8264011","67.7308615",,TRDP,,,,730-781-3123,243-268-294-317,unclassified,"713772502",,unclassified,646.187385436055820
"244",Dadu,Johi,Sawaro,Thulh,Village Shahak rodnani,"26.6191471","67.4771267",,TRDP,,,,,"244",residential,"594725091",,residential,1880.688760456604768
"245",Dadu,K N Shah,Thalo,Jakhro,Rawat Khan Laghari,"27.1338146","67.7367222",,TRDP,,,,3659-3685,193-203-206-238-239-245-334-351,tertiary,"296767362",,tertiary,2.559249643834291
"246",Dadu,K N Shah,Gadhi,Gadhi,Long Khan Khoso,"27.1359905","67.7144383",,TRDP,,,,,231-239-246,tertiary,"296767362",,tertiary,2183.945988434513310
"247",Dadu,K N Shah,Sindhi Butra,Mero Khloro,Tarae,"27.1135873","67.8336872",,TRDP,,,,3646-3729,247-259-260-261-278-279-280-422-424,tertiary,"296567733",,tertiary,526.688280544586632
